SurveyID,SurveyTitle,ResponseID,DateTime,"Module Type",Sector,"Training Level","Languages Spoken","Module Title","Location Physical Country","Tools Used","Actions To Attract Learners","Certificate Of Attendance","Duration Of Implemented Module","Location Of Materials","Materials Used","(Estimated) male learners enrolled","(Estimated) female learners enrolled","(Estimated) non-binary learners enrolled","Number of learners cybersecurity self-trained","Students Successfully Completed",EduBackgroundLessThanHighschool,EduBackgroundHighSchoolDiploma,EduBackgroundCollegeNoDegree,EduBackgroundUndergraduate,EduBackgroundMaster,EduBackgroundPhD,EduBackgroundOther,"General Feedback From Trainers","Recommendations For Best Practices","Recommendations For Expanding","Recommendations For Future Initiatives",Q1_Value,Q1_Text,Q2_Value,Q2_Text,Q3_Value,Q3_Text,Q4_Value,Q4_Text,Q5_Value,Q5_Text,Q6_Value,Q6_Text,Q18_Value,Q18_Text,Q7_Value,Q7_Text,Q8_Value,Q8_Text,Q9_Value,Q9_Text,Q10_Value,Q10_Text,Q11_Value,Q11_Text,Q12_Value,Q12_Text,Q13_Value,Q13_Text,Q19_Value,Q14_Value,Q14_Text,Q15_Value,Q16_Value,Q17_Value
252,"Trainer Survey",54,"2025-08-04 14:43:30","Workshop (W)",General,Basic,English,"CSP002 - Human Factors and Cybersecurity","Unknown Country","LAU Microsoft Teams","No registration fees and 2 ECTs are awarded on completing the workshop assignment","Yes, only for full attendance",6.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=153,"MS Power Point presentations",24,15,0,9,39,0,0,29,49,5,2,0,"At Laurea Moodle","laurea moodle","laurrea moodle","laurea moodle
",7,"7 - Very Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",6,"6 - Very Relevant",6,"6 - To a Large Extent",6,"6 - To a Large Extent",6,"6 - Most trainees",4,"4 - Neutral",4,"4 - Neutral",4,"4 - Neutral",7,"7 - Very Satisfied",7,"7 - Very Satisfied",,,9,9,"Course was theoretical. No practical skills were done. ",7,"7 - Extremely Likely","Have workshop where practical skills can be developed","Have workshop where practical skills can be developed","Have workshop where practical skills can be developed"
252,"Trainer Survey",55,"2025-08-04 16:30:38","Workshop (W)",General,Basic,English,"CSP002 - Human Factors and Cybersecurity","Unknown Country","LAU Microsoft Teams","No registration fees and 2 ECTs are awarded on completing the workshop assignment","Yes, only for full attendance",6.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=153,"MS Power Point presentations",24,15,0,9,39,0,0,29,49,5,2,0,"At Laurea Moodle","laurea moodle","laurrea moodle","laurea moodle
",7,"7 - Very Satisfied",7,"7 - Very Satisfied",6,"6 - Satisfied",7,"7 - Extremely Relevant",6,"6 - To a Large Extent",6,"6 - To a Large Extent",6,"6 - Most trainees",6,"6 - Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely","The day consisted mainly of three lectures, self-assessment, and discussions. If there had been more time, it would have been possible to practice the topics presented in the lectures in a more hands-on way.",5,"5 - Slightly Likely","The lectures did include excellent case examples. Perhaps there could have been more real-life cases.","It would have been beneficial to have more participants from different sectors of society and from companies. More effort could have been put into marketing. The outcomes of the day might also have been better if it had been held in person.","A very important theme. We need more of these."
252,"Trainer Survey",58,"2025-09-03 23:44:34","Workshop (W)",General,Basic,English,"CSP002 - Human Factors and Cybersecurity","Unknown Country","LAU Microsoft Teams","No registration fees and 2 ECTs are awarded on completing the workshop assignment","Yes, only for full attendance",6.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=153,"MS Power Point presentations",24,15,0,9,39,0,0,29,49,5,2,0,"At Laurea Moodle","laurea moodle","laurrea moodle","laurea moodle
",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - Moderately Relevant",4,"4 - To a Moderate Extent",4,"4 - To a Moderate Extent",4,"4 - About half of them",5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",4,"4 - To a Moderate Extent",7,7,"Yes, when there was time during the training module or it was with a practical focus from the start",6,"6 - Likely","Having (recommended) materials up to date","Using different tools to support engagement with and between participants",-
255,"Trainer Survey",88,"2026-02-26 13:10:19","Seminar (S)",Health,Basic,English,"CSP004 - Network Security",Greece,"Security Infusion",None,No,2.00,N/A,N/A,7,2,0,0,9,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - Moderately Relevant",4,"4 - To a Moderate Extent",5,"5 - To a Fairly Large Extent",5,"5 - Many trainees",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - To a Fairly Large Extent",9,9,"Yes, trainees had opportunities to practice through exercises.",7,"7 - Extremely Likely","The materials could be enhanced with additional real-world case studies.","Yes, trainees had opportunities to practice through exercises and discussions, and feedback was provided during the sessions. To improve this further, more structured hands-on activities and brief individual feedback moments could be added.",
262,"Trainer Survey",60,"2025-10-28 11:14:33","Cybersecurity exercise (CS-E)",Maritime,Basic,English,"CSP001 - Cybersecurity Essentials and Management",Denmark,"Unity Game Engine ",None,No,45.00,"https://rxb-game.seriousgames.net/ ","Game Introduction video to explain the game
Game Quiz and Survey
Course Power point introduction
Game WebGL game (adapted to the CSP project with Health, maritime and health scenarios)

All of these materials can be accessed through the CyberSecPro DCM platform.",28,6,0,0,28,8,24,2,2,0,0,0,https://admin.cybersecpro-project.eu/evaltrainersurvey/viewpublicsurvey/id/262,"Enrich the training module by incorporating additional interactive exercises.
Keep the module up-to-date by integrating the latest cybersecurity trends.","Collaborate with industry partners to strengthen the module's relevance and reach.
Promote the module using targeted marketing strategies.","Embed cybersecurity best practices from recognized frameworks into educational programs.
Build partnerships with industry networks to ensure continuous skill enhancement for training attendees.
Strengthen ties between EU member states to harmonize and expand cybersecurity education initiatives.",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",,,7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",7,"7 - All students",7,"7 - Very Satisfied",4,"4 - Neutral",4,"4 - Neutral",4,"4 - Neutral",4,"4 - Neutral",7,"7 - To a Very Large Extent",9,9,Yes,7,"7 - Extremely Likely",,,
268,"Trainer Survey",64,"2026-01-19 22:47:32","Seminar (S)",General,Basic,English,"CSP001 - Cybersecurity Essentials and Management",Cameroon,"Kali toolkit",None,No,6.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=87,no,40,10,0,10,40,0,0,0,0,20,30,0,"not online ","nothing ",none,"implemented in a port security administration room ",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",6,"6 - Very Relevant",6,"6 - To a Large Extent",5,"5 - To a Fairly Large Extent",5,"5 - Many trainees",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - Somewhat Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - To a Large Extent",8,8,,6,"6 - Likely",,,
275,"Trainer Survey",65,"2026-01-24 18:41:46","Course (C)",Energy,Advanced,English,"CSP004 - Network Security",Portugal,"GNS3 Client and VM, Kali Linux, Virtualbox, Arpspoof, Bettercap, Wireshark, CloudShark, Hping3, xarp, Arpwatch, Suricata, Snort, Snort Analyzer, Raspberrypi Linux Image, pyModbusTCP, ufw, OpenVAS, Nmap, Nmap-vulners, IPtables, nftables, iPerf3, Scapy, Hydra, Zenmap, Etherape, legion, Ettercap, Vsftpd (ftp client-server), telnet (client-server), fping, ping, ss, OpenVPN/Wireguard, Metasploitable2 VM, the online CVSS 3.0/3.1 calculator, Wazuh, among others.","As managed by the responsible of the Winter School. Ask to PDM.","Yes, Other",3.00,"Ask to PDM","The materials are available at DCM, which have been designed according to the experience and previous materials that the trainers had. Additionally, trainers have used PPT for the lectures, virtual machines, and multiple cybersecurity software/tools.",27,8,0,32,33,0,0,6,14,12,3,0,1,"N/A yet.","N/A yet.","N/A yet.",7,"7 - Very Satisfied",7,"7 - Very Satisfied",6,"6 - Satisfied",6,"6 - Very Relevant",5,"5 - To a Fairly Large Extent",5,"5 - To a Fairly Large Extent",6,"6 - Most trainees",4,"4 - Neutral",4,"4 - Neutral",4,"4 - Neutral",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - To a Very Large Extent",9,9,"Yes, they had some chance to practice; however, the time is a relevant indicator that should always be considered. ",6,"6 - Likely","- Add more and specific practical examples so that student can replicate the solutions at home.
- Apply additional a couple of pedagogical methodologies to increase the dynamic in the study process; e.g., quizzes for serious games or flash questions.","- Intensify the best practices considering the Purdue model and IEC 62443, as well as regulatory frameworks such as GDPR or the use of IA act.
- Add restrictions of access to this course such that pre-requirements should be complied with, such as previous knowledge in information security and network (in general).",N/A
276,"Trainer Survey",66,"2026-02-06 13:37:01","Seminar (S)",Health,Advanced,English,"CSP006 - Cyber Threat Intelligence",Portugal,"CASSANDRA
ThreatGet","As managed by the responsible of the Winter School. Ask PDM.",No,5.00,"Ask PDM","Ask PDM",27,8,0,32,33,0,0,0,14,12,3,0,1,"N/A yet.","N/A yet.","N/A yet.",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",7,"7 - All students",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely",None,7,"7 - Extremely Likely",None,None,None
280,"Trainer Survey",91,"2026-02-26 13:50:39","Seminar (S)",Health,Basic,English,"CSP011 - Cyber Ranges and Operations",Greece,"Security Infusion",N/A,No,1.50,N/A,N/A,9,2,0,0,11,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Very Relevant",6,"6 - To a Large Extent",6,"6 - To a Large Extent",6,"6 - Most trainees",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - To a Large Extent",9,9,"Yes, trainees had opportunities to practice what they were learning and received feedback during the training.",7,"7 - Extremely Likely",,,
282,"Trainer Survey",86,"2026-02-16 11:37:08","Seminar (S)",Energy,Basic,Greek,"CSP005 - Data Protection and Privacy Technologies",Greece,"none used due to time constraints",None,"Yes, only for full attendance",3.00,https://moodle.cybersecpro.grisenergia.pt/course/index.php?categoryid=85,"https://moodle.cybersecpro.grisenergia.pt/course/index.php?categoryid=85
all from the project",11,3,0,0,0,0,0,0,0,5,3,0,"CyberSecPro Evaluation Survey - WR5 form",None,None,None,7,"7 - Very Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",7,"7 - Extremely Relevant",6,"6 - To a Large Extent",6,"6 - To a Large Extent",7,"7 - All students",,,,,,,,,,,6,"6 - To a Large Extent",9,9,"yes. They were able to exercise, interact, ask questions and receive answers",7,"7 - Extremely Likely","Increase the number of exercises.","A little bit more time. ",
283,"Trainer Survey",84,"2026-02-15 23:15:48","Workshop (W)",General,Advanced,English,"CSP009 - Software Security",Greece,"Cyber security tools like caldera and IDS like snort",None,"Yes, only for full attendance",16.00,https://moodle.cybersecpro.grisenergia.pt/course/index.php?categoryid=39,No,20,2,0,10,24,0,3,2,8,6,2,0,https://admin.cybersecpro-project.eu/evaltrainersurvey/viewpublicsurvey/id/170,no,no,no,7,"7 - Very Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",6,"6 - To a Large Extent",7,"7 - To a Very Large Extent",5,"5 - Many trainees",5,"5 - Somewhat Satisfied",5,"5 - Somewhat Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",6,"6 - Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely",,7,"7 - Extremely Likely",,,
284,"Trainer Survey",85,"2026-02-16 00:27:46","Seminar (S)",General,Advanced,Greek,"CSP006 - Cyber Threat Intelligence",Greece,Snort,None,No,6.00,https://moodle.cybersecpro.grisenergia.pt/course/view.php?id=113,None,15,3,0,10,18,0,0,0,12,6,0,0,https://docs.google.com/forms/d/e/1FAIpQLSfGJTdRHZLmwZ6bmllNqni8NFAasdvhYzDEIhRlNEiapTPz4g/viewform?usp=dialog,"It gives you practical experience and knowledge for network security techniques","I particularly appreciated the focus on KQL ","It's very helpful for cybersecurity starters, learning how to approach pen testing and how to look for vulnerabilities and how to analyze post attack logs and define the attack paths and vulnerabilities.",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",7,"7 - All students",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely","Many courses tell you what an attack looks like, but few give you the hands-on time to actually write the queries needed to hunt for it in the logs. Being able to correlate events from an initial breach through to C2 traffic was a major moment for me that I will definitely apply in my career.",7,"7 - Extremely Likely","Many courses tell you what an attack looks like, but few give you the hands-on time to actually write the queries needed to hunt for it in the logs. Being able to correlate events from an initial breach through to C2 traffic was a major moment for me that I will definitely apply in my career.","It's very helpful for cybersecurity starters, learning how to approach pen testing and how to look for vulnerabilities and how to analyze post attack logs and define the attack paths and vulnerabilities.","I highly recommend this workshop to anyone looking to bridge the gap between theoretical cybersecurity and real-world application. Unlike courses that focus on just one side of the fence, this training provides a comprehensive, end-to-end look at the cyber attack lifecycle"
285,"Trainer Survey",87,"2026-02-18 15:05:46","Workshop (W)",Maritime,Basic,Greek,"CSP009 - Software Security",Belgium,"custom binary exploitation vm ","none ",No,4.00,https://moodle.cybersecpro.grisenergia.pt/course/index.php?categoryid=39,None,2,3,0,2,5,0,0,0,0,5,0,0,"inside dcm platform ","we got positive comments ","Promote the module through targeted marketing","Collaboration with local Universities ",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - Extremely Relevant",7,"7 - To a Very Large Extent",6,"6 - To a Large Extent",7,"7 - All students",7,"7 - Very Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",7,"7 - Very Satisfied",7,"7 - Very Satisfied",7,"7 - To a Very Large Extent",10,"10 - Extremely likely",,6,"6 - Likely",,,
286,"Trainer Survey",92,"2026-02-26 13:52:51","Seminar (S)",Health,Basic,Greek,"CSP011 - Cyber Ranges and Operations",Greece,"Security Infusion",N/A,No,1.50,N/A,N/A,9,5,0,0,14,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",5,"5 - Moderately Relevant",7,"7 - To a Very Large Extent",7,"7 - To a Very Large Extent",6,"6 - Most trainees",6,"6 - Satisfied",6,"6 - Satisfied",,,6,"6 - Satisfied",6,"6 - Satisfied",7,"7 - To a Very Large Extent",9,9,"Yes, trainees had opportunities to practice what they were learning and received feedback during the training.",7,"7 - Extremely Likely",,,
288,"Trainer Survey",93,"2026-02-26 13:55:22","Seminar (S)",Health,Basic,Greek,"CSP004 - Network Security",Greece,"Security Infusion",N/A,No,1.50,N/A,N/A,2,4,0,0,6,0,0,0,0,2,4,0,N/A,N/A,N/A,N/A,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",2,"2 - Low Relevance",6,"6 - To a Large Extent",5,"5 - To a Fairly Large Extent",6,"6 - Most trainees",6,"6 - Satisfied",,,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - To a Large Extent",9,9,"Yes, trainees had opportunities to practice what they were learning.",6,"6 - Likely",,,
290,"Trainer Survey",94,"2026-02-26 13:57:30","Seminar (S)",Health,Basic,English,"CSP011 - Cyber Ranges and Operations",Norway,"Security Infusion",N/A,No,1.50,N/A,N/A,9,2,0,0,11,0,0,0,11,0,0,0,N/A,N/A,N/A,N/A,6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Very Relevant",6,"6 - To a Large Extent",6,"6 - To a Large Extent",6,"6 - Most trainees",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - Satisfied",6,"6 - To a Large Extent",9,9,"Yes, trainees had opportunities to practice through exercises and discussions.",7,"7 - Extremely Likely",,,
